Hubs				Lower bound1		Lower bound2		Current_obj_fun		Best_obj_fun
[10,11,20]     		11620724648.614		-----          		NaN				9076060742.490
[10,11,21]     		13411923727.875		-----          		NaN				9076060742.490
[10,11,22]     		13448246841.806		-----          		NaN				9076060742.490
[10,11,23]     		12155191214.009		-----          		NaN				9076060742.490
[10,12,13]     		12520756858.054		-----          		NaN				9076060742.490
[10,12,14]     		12773880582.828		-----          		NaN				9076060742.490
[10,12,15]     		12889952743.870		-----          		NaN				9076060742.490
[10,12,16]     		9652934221.518		-----          		NaN				9076060742.490
[10,12,17]     		9529740765.344		-----          		NaN				9076060742.490
[10,12,18]     		12136436248.294		-----          		NaN				9076060742.490
[10,12,19]     		9693862765.478		-----          		NaN				9076060742.490
[10,12,20]     		12166446658.498		-----          		NaN				9076060742.490
[10,12,21]     		12064012287.112		-----          		NaN				9076060742.490
[10,12,22]     		12448611374.502		-----          		NaN				9076060742.490
[10,12,23]     		12466236142.647		-----          		NaN				9076060742.490
[10,12,24]     		9592271935.179		-----          		NaN				9076060742.490
[10,13,14]     		12927337504.507		-----          		NaN				9076060742.490
[10,13,15]     		13175422623.563		-----          		NaN				9076060742.490
[10,13,16]     		9736856008.493		-----          		NaN				9076060742.490
[10,13,17]     		9618008904.616		-----          		NaN				9076060742.490
[10,13,18]     		12569064259.448		-----          		NaN				9076060742.490
[10,13,19]     		9670878156.560		-----          		NaN				9076060742.490
[10,13,20]     		11845584841.915		-----          		NaN				9076060742.490
[10,13,21]     		12500633643.294		-----          		NaN				9076060742.490
[10,13,22]     		12884167742.011		-----          		NaN				9076060742.490
[10,13,23]     		13093139096.692		-----          		NaN				9076060742.490
[10,13,24]     		9679914519.763		-----          		NaN				9076060742.490
[10,14,15]     		13177882913.442		-----          		NaN				9076060742.490
[10,14,16]     		9932187329.920		-----          		NaN				9076060742.490
[10,14,17]     		9773528785.139		-----          		NaN				9076060742.490
[10,14,18]     		13081244156.450		-----          		NaN				9076060742.490
[10,14,19]     		9873736573.792		-----          		NaN				9076060742.490
[10,14,20]     		12384825370.508		-----          		NaN				9076060742.490
[10,14,21]     		13031214617.417		-----          		NaN				9076060742.490
[10,14,22]     		13412533539.431		-----          		NaN				9076060742.490
[10,14,23]     		12729832534.286		-----          		NaN				9076060742.490
[10,14,24]     		9773401301.901		-----          		NaN				9076060742.490
[10,15,16]     		9705147666.308		-----          		NaN				9076060742.490
[10,15,17]     		9567088710.275		-----          		NaN				9076060742.490
[10,15,18]     		12831976803.342		-----          		NaN				9076060742.490
[10,15,19]     		9685976183.474		-----          		NaN				9076060742.490
[10,15,20]     		12157759616.940		-----          		NaN				9076060742.490
[10,15,21]     		12755872677.933		-----          		NaN				9076060742.490
[10,15,22]     		13139083815.694		-----          		NaN				9076060742.490
[10,15,23]     		12913883043.649		-----          		NaN				9076060742.490
[10,15,24]     		9599614861.956		-----          		NaN				9076060742.490
[10,16,17]     		9859389061.498		-----          		NaN				9076060742.490
[10,16,18]     		9262816989.249		-----          		NaN				9076060742.490
[10,16,19]     		9488140650.693		-----          		NaN				9076060742.490
[10,16,20]     		9637165042.016		-----          		NaN				9076060742.490
[10,16,21]     		9158162089.840		-----          		NaN				9076060742.490
[10,16,22]     		9518542033.142		-----          		NaN				9076060742.490
[10,16,23]     		9680825896.910		-----          		NaN				9076060742.490
[10,16,24]     		9654789298.289		-----          		NaN				9076060742.490
[10,17,18]     		9096260025.275		-----          		NaN				9076060742.490
[10,17,19]     		9473907571.444		-----          		NaN				9076060742.490
[10,17,20]     		9521709971.284		-----          		NaN				9076060742.490
[10,17,22]     		9352789892.350		-----          		NaN				9076060742.490
[10,17,23]     		9563674195.210		-----          		NaN				9076060742.490
[10,17,24]     		9649457068.817		-----          		NaN				9076060742.490
[10,18,19]     		9181050538.165		-----          		NaN				9076060742.490
[10,18,20]     		11704064608.642		-----          		NaN				9076060742.490
[10,18,21]     		13333388466.014		-----          		NaN				9076060742.490
[10,18,22]     		13477789844.765		-----          		NaN				9076060742.490
[10,18,23]     		12247709069.155		-----          		NaN				9076060742.490
[10,18,24]     		9088621791.650		-----          		NaN				9076060742.490
[10,19,20]     		9784898890.655		-----          		NaN				9076060742.490
[10,19,22]     		9421432302.637		-----          		NaN				9076060742.490
[10,19,23]     		9625505735.344		-----          		NaN				9076060742.490
[10,19,24]     		9570238044.987		-----          		NaN				9076060742.490
[10,20,21]     		11592344464.471		-----          		NaN				9076060742.490
[10,20,22]     		11943061394.370		-----          		NaN				9076060742.490
[10,20,23]     		11792000237.934		-----          		NaN				9076060742.490
[10,20,24]     		9611968849.945		-----          		NaN				9076060742.490
[10,21,22]     		13516235678.461		-----          		NaN				9076060742.490
[10,21,23]     		12180987566.734		-----          		NaN				9076060742.490
[10,22,23]     		12564599969.486		-----          		NaN				9076060742.490
[10,22,24]     		9340241487.961		-----          		NaN				9076060742.490
[10,23,24]     		9622483448.660		-----          		NaN				9076060742.490
[11,12,13]     		11991921251.100		-----          		NaN				9076060742.490
[11,12,14]     		12061808837.117		-----          		NaN				9076060742.490
[11,12,15]     		12361780009.972		-----          		NaN				9076060742.490
[11,12,16]     		9091740168.378		-----          		NaN				9076060742.490
[11,12,18]     		12397673814.458		-----          		NaN				9076060742.490
[11,12,19]     		9108350988.845		-----          		NaN				9076060742.490
[11,12,20]     		11400629816.674		-----          		NaN				9076060742.490
[11,12,21]     		12386693897.291		-----          		NaN				9076060742.490
[11,12,22]     		12357760945.445		-----          		NaN				9076060742.490
[11,12,23]     		11937783973.003		-----          		NaN				9076060742.490
[11,13,14]     		12635086183.915		-----          		NaN				9076060742.490
[11,13,15]     		14064855602.027		-----          		NaN				9076060742.490
[11,13,16]     		10217441547.413		-----          		NaN				9076060742.490
[11,13,17]     		9962921133.570		-----          		NaN				9076060742.490
[11,13,18]     		15656372621.528		-----          		NaN				9076060742.490
[11,13,19]     		9548224259.361		-----          		NaN				9076060742.490
[11,13,20]     		11092113597.254		-----          		NaN				9076060742.490
[11,13,21]     		15859293858.987		-----          		NaN				9076060742.490
[11,13,22]     		15804964474.201		-----          		NaN				9076060742.490
[11,13,23]     		14593209733.922		-----          		NaN				9076060742.490
[11,13,24]     		9836459588.927		-----          		NaN				9076060742.490
[11,14,15]     		12601533898.670		-----          		NaN				9076060742.490
[11,14,16]     		9662929224.026		-----          		NaN				9076060742.490
[11,14,17]     		9463058081.957		-----          		NaN				9076060742.490
[11,14,18]     		13977711598.871		-----          		NaN				9076060742.490
[11,14,19]     		9454641395.082		-----          		NaN				9076060742.490
[11,14,20]     		11617928153.289		-----          		NaN				9076060742.490
[11,14,21]     		13925964327.107		-----          		NaN				9076060742.490
[11,14,22]     		13982600566.862		-----          		NaN				9076060742.490
[11,14,23]     		12333300670.412		-----          		NaN				9076060742.490
[11,14,24]     		9395378953.596		-----          		NaN				9076060742.490
[11,15,16]     		9600527692.144		-----          		NaN				9076060742.490
[11,15,17]     		9401124804.500		-----          		NaN				9076060742.490
[11,15,18]     		14551393359.627		-----          		NaN				9076060742.490
[11,15,19]     		9293237918.793		-----          		NaN				9076060742.490
[11,15,20]     		11397770763.030		-----          		NaN				9076060742.490
[11,15,21]     		14603905757.028		-----          		NaN				9076060742.490
[11,15,22]     		14554843725.427		-----          		NaN				9076060742.490
[11,15,23]     		13673126183.863		-----          		NaN				9076060742.490
[11,15,24]     		9366189311.246		-----          		NaN				9076060742.490
[11,16,17]     		10390237732.087		-----          		NaN				9076060742.490
[11,16,18]     		10526668816.419		-----          		NaN				9076060742.490
[11,16,19]     		9408278375.394		-----          		NaN				9076060742.490
[11,16,21]     		10696705006.323		-----          		NaN				9076060742.490
[11,16,22]     		10684467427.080		-----          		NaN				9076060742.490
[11,16,23]     		9988868856.741		-----          		NaN				9076060742.490
[11,16,24]     		9883924103.908		-----          		NaN				9076060742.490
[11,17,18]     		10177957230.694		-----          		NaN				9076060742.490
[11,17,19]     		9390734449.707		-----          		NaN				9076060742.490
[11,17,21]     		10322966901.939		-----          		NaN				9076060742.490
[11,17,22]     		10308878534.777		-----          		NaN				9076060742.490
[11,17,23]     		9766582348.253		-----          		NaN				9076060742.490
[11,17,24]     		9887174610.261		-----          		NaN				9076060742.490
[11,18,19]     		9749394998.601		-----          		NaN				9076060742.490
[11,18,20]     		11667731120.962		-----          		NaN				9076060742.490
[11,18,21]     		24607548819.554		-----          		NaN				9076060742.490
[11,18,22]     		24521007557.346		-----          		NaN				9076060742.490
[11,18,23]     		14330340316.692		-----          		NaN				9076060742.490
[11,18,24]     		9927123528.191		-----          		NaN				9076060742.490
[11,19,21]     		9796690326.653		-----          		NaN				9076060742.490
[11,19,22]     		9796801888.038		-----          		NaN				9076060742.490
[11,19,23]     		9429798815.573		-----          		NaN				9076060742.490
[11,19,24]     		9498754975.571		-----          		NaN				9076060742.490
[11,20,21]     		11638845405.801		-----          		NaN				9076060742.490
[11,20,22]     		11660636235.825		-----          		NaN				9076060742.490
[11,20,23]     		11036696767.830		-----          		NaN				9076060742.490
[11,21,22]     		28216577236.860		-----          		NaN				9076060742.490
[11,21,23]     		14483457223.394		-----          		NaN				9076060742.490
[11,21,24]     		10022913491.966		-----          		NaN				9076060742.490
[11,22,23]     		14429392740.429		-----          		NaN				9076060742.490
[11,22,24]     		10008785373.655		-----          		NaN				9076060742.490
[11,23,24]     		9681499043.856		-----          		NaN				9076060742.490
[12,13,14]     		12661052514.146		-----          		NaN				9076060742.490
[12,13,15]     		13328514639.169		-----          		NaN				9076060742.490
[12,13,16]     		10334938411.663		-----          		NaN				9076060742.490
[12,13,17]     		10216595716.034		-----          		NaN				9076060742.490
[12,13,18]     		12025007880.275		-----          		NaN				9076060742.490
[12,13,19]     		10298011463.400		-----          		NaN				9076060742.490
[12,13,20]     		12173657739.426		-----          		NaN				9076060742.490
[12,13,21]     		12087459617.686		-----          		NaN				9076060742.490
[12,13,22]     		12510254256.125		-----          		NaN				9076060742.490
[12,13,23]     		13332896758.815		-----          		NaN				9076060742.490
[12,13,24]     		10293339816.583		-----          		NaN				9076060742.490
[12,14,15]     		13027331821.999		-----          		NaN				9076060742.490
[12,14,16]     		9874246155.655		-----          		NaN				9076060742.490
[12,14,17]     		9761750497.124		-----          		NaN				9076060742.490
[12,14,18]     		12076221334.277		-----          		NaN				9076060742.490
[12,14,19]     		9970999186.744		-----          		NaN				9076060742.490
[12,14,20]     		12382124491.469		-----          		NaN				9076060742.490
[12,14,21]     		12070357616.871		-----          		NaN				9076060742.490
[12,14,22]     		12485444517.352		-----          		NaN				9076060742.490
[12,14,23]     		12606158086.405		-----          		NaN				9076060742.490
[12,14,24]     		9838065718.659		-----          		NaN				9076060742.490
[12,15,16]     		10379711932.970		-----          		NaN				9076060742.490
[12,15,17]     		10243032614.568		-----          		NaN				9076060742.490
[12,15,18]     		12402111893.200		-----          		NaN				9076060742.490
[12,15,19]     		10385386586.163		-----          		NaN				9076060742.490
[12,15,20]     		12539390563.412		-----          		NaN				9076060742.490
[12,15,21]     		12456305658.046		-----          		NaN				9076060742.490
[12,15,22]     		12876204571.250		-----          		NaN				9076060742.490
[12,15,23]     		13278729191.284		-----          		NaN				9076060742.490
[12,15,24]     		10288662083.740		-----          		NaN				9076060742.490
[12,16,17]     		10325855080.860		-----          		NaN				9076060742.490
[12,16,18]     		9141959356.672		-----          		NaN				9076060742.490
[12,16,19]     		9979938009.999		-----          		NaN				9076060742.490
[12,16,20]     		9844582253.573		-----          		NaN				9076060742.490
[12,16,21]     		9163376167.694		-----          		NaN				9076060742.490
[12,16,22]     		9607945343.293		-----          		NaN				9076060742.490
[12,16,23]     		10297746900.455		-----          		NaN				9076060742.490
[12,16,24]     		10177624007.582		-----          		NaN				9076060742.490
[12,17,19]     		9950917089.476		-----          		NaN				9076060742.490
[12,17,20]     		9733421403.927		-----          		NaN				9076060742.490
[12,17,22]     		9470198867.294		-----          		NaN				9076060742.490
[12,17,23]     		10178876605.537		-----          		NaN				9076060742.490
[12,17,24]     		10178906769.511		-----          		NaN				9076060742.490
[12,18,19]     		9158036934.251		-----          		NaN				9076060742.490
[12,18,20]     		11471230454.463		-----          		NaN				9076060742.490
[12,18,21]     		12272726734.420		-----          		NaN				9076060742.490
[12,18,22]     		12341288584.474		-----          		NaN				9076060742.490
[12,18,23]     		11970923255.188		-----          		NaN				9076060742.490
[12,19,20]     		9995053316.287		-----          		NaN				9076060742.490
[12,19,21]     		9175920659.636		-----          		NaN				9076060742.490
[12,19,22]     		9616038388.603		-----          		NaN				9076060742.490
[12,19,23]     		10264665456.609		-----          		NaN				9076060742.490
[12,19,24]     		10091172595.224		-----          		NaN				9076060742.490
[12,20,21]     		11449990822.160		-----          		NaN				9076060742.490
[12,20,22]     		11868557116.511		-----          		NaN				9076060742.490
[12,20,23]     		12128779381.827		-----          		NaN				9076060742.490
[12,20,24]     		9828262858.489		-----          		NaN				9076060742.490
[12,21,22]     		12499754578.818		-----          		NaN				9076060742.490
[12,21,23]     		12032807776.235		-----          		NaN				9076060742.490
[12,21,24]     		9081390432.211		-----          		NaN				9076060742.490
[12,22,23]     		12455381126.043		-----          		NaN				9076060742.490
[12,22,24]     		9515052896.632		-----          		NaN				9076060742.490
[12,23,24]     		10251584814.395		-----          		NaN				9076060742.490
[13,14,15]     		13191639179.434		-----          		NaN				9076060742.490
[13,14,16]     		10370290352.726		-----          		NaN				9076060742.490
[13,14,17]     		10258880890.331		-----          		NaN				9076060742.490
[13,14,18]     		12674114289.578		-----          		NaN				9076060742.490
[13,14,19]     		10296146452.323		-----          		NaN				9076060742.490
[13,14,20]     		12102334405.451		-----          		NaN				9076060742.490
[13,14,21]     		12686303187.956		-----          		NaN				9076060742.490
[13,14,22]     		13164555546.479		-----          		NaN				9076060742.490
[13,14,23]     		13495010095.301		-----          		NaN				9076060742.490
[13,14,24]     		10334967529.327		-----          		NaN				9076060742.490
[13,15,16]     		11198656012.473		-----          		NaN				9076060742.490
[13,15,17]     		11031575669.531		-----          		NaN				9076060742.490
[13,15,18]     		14093704470.142		-----          		NaN				9076060742.490
[13,15,19]     		10791197518.711		-----          		NaN				9076060742.490
[13,15,20]     		12171285070.567		-----          		NaN				9076060742.490
[13,15,21]     		14280435183.390		-----          		NaN				9076060742.490
[13,15,22]     		14857918886.226		-----          		NaN				9076060742.490
[13,15,23]     		15585174999.052		-----          		NaN				9076060742.490
[13,15,24]     		11019461296.038		-----          		NaN				9076060742.490
[13,16,17]     		12965979620.955		-----          		NaN				9076060742.490
[13,16,18]     		10163453060.386		-----          		NaN				9076060742.490
[13,16,19]     		11419002522.344		-----          		NaN				9076060742.490
[13,16,20]     		9855612621.549		-----          		NaN				9076060742.490
[13,16,21]     		10542949934.002		-----          		NaN				9076060742.490
[13,16,22]     		11179706095.592		-----          		NaN				9076060742.490
[13,16,23]     		12793151935.851		-----          		NaN				9076060742.490
[13,16,24]     		12388551796.065		-----          		NaN				9076060742.490
[13,17,18]     		9915771359.787		-----          		NaN				9076060742.490
[13,17,19]     		11401269891.160		-----          		NaN				9076060742.490
[13,17,20]     		9762281997.626		-----          		NaN				9076060742.490
[13,17,21]     		10288738455.079		-----          		NaN				9076060742.490
[13,17,22]     		10913573199.716		-----          		NaN				9076060742.490
[13,17,23]     		12528222089.716		-----          		NaN				9076060742.490
[13,17,24]     		12358334934.207		-----          		NaN				9076060742.490
[13,18,19]     		9556755559.200		-----          		NaN				9076060742.490
[13,18,20]     		11165587078.393		-----          		NaN				9076060742.490
[13,18,21]     		15587934728.608		-----          		NaN				9076060742.490
[13,18,22]     		15646995470.035		-----          		NaN				9076060742.490
[13,18,23]     		14515313191.542		-----          		NaN				9076060742.490
[13,18,24]     		9808626665.280		-----          		NaN				9076060742.490
[13,19,20]     		9953016424.254		-----          		NaN				9076060742.490
[13,19,21]     		9703799860.559		-----          		NaN				9076060742.490
[13,19,22]     		10357460203.828		-----          		NaN				9076060742.490
[13,19,23]     		11712153647.681		-----          		NaN				9076060742.490
[13,19,24]     		11576278555.892		-----          		NaN				9076060742.490
[13,20,21]     		11151241506.380		-----          		NaN				9076060742.490
[13,20,22]     		11589565833.949		-----          		NaN				9076060742.490
[13,20,23]     		12297756594.575		-----          		NaN				9076060742.490
[13,20,24]     		9876769548.899		-----          		NaN				9076060742.490
[13,21,22]     		16214514565.871		-----          		NaN				9076060742.490
[13,21,23]     		14902714355.807		-----          		NaN				9076060742.490
[13,21,24]     		10034934477.776		-----          		NaN				9076060742.490
[13,22,23]     		15770131013.059		-----          		NaN				9076060742.490
[13,22,24]     		10749561975.964		-----          		NaN				9076060742.490
[13,23,24]     		12331529892.294		-----          		NaN				9076060742.490
[14,15,16]     		10039519728.976		-----          		NaN				9076060742.490
[14,15,17]     		9916161587.191		-----          		NaN				9076060742.490
[14,15,18]     		12646983061.865		-----          		NaN				9076060742.490
[14,15,19]     		10048543440.184		-----          		NaN				9076060742.490
[14,15,20]     		12379400868.710		-----          		NaN				9076060742.490
[14,15,21]     		12626044464.219		-----          		NaN				9076060742.490
[14,15,22]     		13046963981.441		-----          		NaN				9076060742.490
[14,15,23]     		13052566702.189		-----          		NaN				9076060742.490
[14,15,24]     		9975734304.739		-----          		NaN				9076060742.490
[14,16,17]     		10604565541.628		-----          		NaN				9076060742.490
[14,16,18]     		9716571546.960		-----          		NaN				9076060742.490
[14,16,19]     		10161321962.267		-----          		NaN				9076060742.490
[14,16,20]     		9847349334.595		-----          		NaN				9076060742.490
[14,16,21]     		9728243954.075		-----          		NaN				9076060742.490
[14,16,22]     		10201995443.921		-----          		NaN				9076060742.490
[14,16,23]     		10244523263.234		-----          		NaN				9076060742.490
[14,16,24]     		10353897527.391		-----          		NaN				9076060742.490
[14,17,18]     		9512937092.470		-----          		NaN				9076060742.490
[14,17,19]     		10160084539.790		-----          		NaN				9076060742.490
[14,17,20]     		9738022905.430		-----          		NaN				9076060742.490
[14,17,21]     		9542674522.708		-----          		NaN				9076060742.490
[14,17,22]     		10014281489.921		-----          		NaN				9076060742.490
[14,17,23]     		10136839090.088		-----          		NaN				9076060742.490
[14,17,24]     		10368466019.147		-----          		NaN				9076060742.490
[14,18,19]     		9508408895.349		-----          		NaN				9076060742.490
[14,18,20]     		11674157480.155		-----          		NaN				9076060742.490
[14,18,21]     		13862883696.457		-----          		NaN				9076060742.490
[14,18,22]     		13967765912.316		-----          		NaN				9076060742.490
[14,18,23]     		12372645059.241		-----          		NaN				9076060742.490
[14,18,24]     		9444645103.411		-----          		NaN				9076060742.490
[14,19,20]     		9991936974.717		-----          		NaN				9076060742.490
[14,19,21]     		9539259068.083		-----          		NaN				9076060742.490
[14,19,22]     		10018120564.712		-----          		NaN				9076060742.490
[14,19,23]     		10194380925.616		-----          		NaN				9076060742.490
[14,19,24]     		10267970731.845		-----          		NaN				9076060742.490
[14,20,21]     		11657806944.066		-----          		NaN				9076060742.490
[14,20,22]     		12088185034.805		-----          		NaN				9076060742.490
[14,20,23]     		12047347432.615		-----          		NaN				9076060742.490
[14,20,24]     		9805851438.702		-----          		NaN				9076060742.490
[14,21,22]     		14096196669.322		-----          		NaN				9076060742.490
[14,21,23]     		12384212393.483		-----          		NaN				9076060742.490
[14,21,24]     		9492352008.333		-----          		NaN				9076060742.490
[14,22,23]     		12861976855.471		-----          		NaN				9076060742.490
[14,22,24]     		9971942924.958		-----          		NaN				9076060742.490
[14,23,24]     		10215906444.076		-----          		NaN				9076060742.490
[15,16,17]     		11119483560.931		-----          		NaN				9076060742.490
[15,16,18]     		9640351425.511		-----          		NaN				9076060742.490
[15,16,19]     		10418992519.458		-----          		NaN				9076060742.490
[15,16,20]     		9796857677.304		-----          		NaN				9076060742.490
[15,16,21]     		9836105371.971		-----          		NaN				9076060742.490
[15,16,22]     		10266723208.258		-----          		NaN				9076060742.490
[15,16,23]     		11163222797.396		-----          		NaN				9076060742.490
[15,16,24]     		10868761207.026		-----          		NaN				9076060742.490
[15,17,18]     		9439231464.143		-----          		NaN				9076060742.490
[15,17,19]     		10392926711.580		-----          		NaN				9076060742.490
[15,17,20]     		9683867611.223		-----          		NaN				9076060742.490
[15,17,21]     		9657367386.469		-----          		NaN				9076060742.490
[15,17,22]     		10072686325.966		-----          		NaN				9076060742.490
[15,17,23]     		10995614855.165		-----          		NaN				9076060742.490
[15,17,24]     		10846276970.710		-----          		NaN				9076060742.490
[15,18,19]     		9345410922.764		-----          		NaN				9076060742.490
[15,18,20]     		11472414970.455		-----          		NaN				9076060742.490
[15,18,21]     		14478658316.099		-----          		NaN				9076060742.490
[15,18,22]     		14541578333.664		-----          		NaN				9076060742.490
[15,18,23]     		13702244845.630		-----          		NaN				9076060742.490
[15,18,24]     		9402372384.469		-----          		NaN				9076060742.490
[15,19,20]     		9942038327.474		-----          		NaN				9076060742.490
[15,19,21]     		9404449546.974		-----          		NaN				9076060742.490
[15,19,22]     		9918935584.089		-----          		NaN				9076060742.490
[15,19,23]     		10763008155.794		-----          		NaN				9076060742.490
[15,19,24]     		10560085048.857		-----          		NaN				9076060742.490
[15,20,21]     		11446874946.199		-----          		NaN				9076060742.490
[15,20,22]     		11866817480.913		-----          		NaN				9076060742.490
[15,20,23]     		12129026975.499		-----          		NaN				9076060742.490
[15,20,24]     		9773462516.986		-----          		NaN				9076060742.490
[15,21,22]     		14830364005.856		-----          		NaN				9076060742.490
[15,21,23]     		13887824740.717		-----          		NaN				9076060742.490
[15,21,24]     		9501217255.183		-----          		NaN				9076060742.490
[15,22,23]     		14464988664.718		-----          		NaN				9076060742.490
[15,22,24]     		10031742393.179		-----          		NaN				9076060742.490
[15,23,24]     		10981146377.602		-----          		NaN				9076060742.490
[16,17,18]     		10291807615.386		-----          		NaN				9076060742.490
[16,17,19]     		11677336554.650		-----          		NaN				9076060742.490
[16,17,20]     		9935873171.930		-----          		NaN				9076060742.490
[16,17,21]     		10735593839.586		-----          		NaN				9076060742.490
[16,17,22]     		11396008657.776		-----          		NaN				9076060742.490
[16,17,23]     		12525792827.905		-----          		NaN				9076060742.490
[16,17,24]     		12718031789.631		-----          		NaN				9076060742.490
[16,18,19]     		9408496424.919		-----          		NaN				9076060742.490
[16,18,21]     		10413251448.949		-----          		NaN				9076060742.490
[16,18,22]     		10518123154.553		-----          		NaN				9076060742.490
[16,18,23]     		9958270797.340		-----          		NaN				9076060742.490
[16,18,24]     		9837630288.450		-----          		NaN				9076060742.490
[16,19,20]     		9744699354.413		-----          		NaN				9076060742.490
[16,19,21]     		9548850454.662		-----          		NaN				9076060742.490
[16,19,22]     		10202611729.374		-----          		NaN				9076060742.490
[16,19,23]     		11275851254.053		-----          		NaN				9076060742.490
[16,19,24]     		11650209801.713		-----          		NaN				9076060742.490
[16,20,22]     		9310755752.453		-----          		NaN				9076060742.490
[16,20,23]     		9818160218.394		-----          		NaN				9076060742.490
[16,20,24]     		9804926107.006		-----          		NaN				9076060742.490
[16,21,22]     		11095118136.775		-----          		NaN				9076060742.490
[16,21,23]     		10306777537.984		-----          		NaN				9076060742.490
[16,21,24]     		10180626051.976		-----          		NaN				9076060742.490
[16,22,23]     		10916060018.512		-----          		NaN				9076060742.490
[16,22,24]     		10833468139.519		-----          		NaN				9076060742.490
[16,23,24]     		12103095257.437		-----          		NaN				9076060742.490
[17,18,19]     		9389561610.935		-----          		NaN				9076060742.490
[17,18,21]     		10066504292.721		-----          		NaN				9076060742.490
[17,18,22]     		10168466509.383		-----          		NaN				9076060742.490
[17,18,23]     		9740441331.718		-----          		NaN				9076060742.490
[17,18,24]     		9840792951.397		-----          		NaN				9076060742.490
[17,19,20]     		9726213090.714		-----          		NaN				9076060742.490
[17,19,21]     		9530183751.221		-----          		NaN				9076060742.490
[17,19,22]     		10181428022.493		-----          		NaN				9076060742.490
[17,19,23]     		11256616288.596		-----          		NaN				9076060742.490
[17,19,24]     		11647937733.693		-----          		NaN				9076060742.490
[17,20,22]     		9195311956.811		-----          		NaN				9076060742.490
[17,20,23]     		9724301995.181		-----          		NaN				9076060742.490
[17,20,24]     		9814328089.847		-----          		NaN				9076060742.490
[17,21,22]     		10708195631.464		-----          		NaN				9076060742.490
[17,21,23]     		10086545254.638		-----          		NaN				9076060742.490
[17,21,24]     		10197933463.179		-----          		NaN				9076060742.490
[17,22,23]     		10685853062.611		-----          		NaN				9076060742.490
[17,22,24]     		10809987067.327		-----          		NaN				9076060742.490
[17,23,24]     		12071437255.303		-----          		NaN				9076060742.490
[18,19,20]     		9088027594.179		-----          		NaN				9076060742.490
[18,19,21]     		9632087668.055		-----          		NaN				9076060742.490
[18,19,22]     		9747410028.528		-----          		NaN				9076060742.490
[18,19,23]     		9448325005.079		-----          		NaN				9076060742.490
[18,19,24]     		9494785708.529		-----          		NaN				9076060742.490
[18,20,21]     		11544689882.064		-----          		NaN				9076060742.490
[18,20,22]     		11671419160.958		-----          		NaN				9076060742.490
[18,20,23]     		11110443740.083		-----          		NaN				9076060742.490
[18,21,22]     		24503123485.023		-----          		NaN				9076060742.490
[18,21,23]     		14261908235.284		-----          		NaN				9076060742.490
[18,21,24]     		9814623522.671		-----          		NaN				9076060742.490
[18,22,23]     		14322496024.005		-----          		NaN				9076060742.490
[18,22,24]     		9914946017.021		-----          		NaN				9076060742.490
[18,23,24]     		9667972336.263		-----          		NaN				9076060742.490
[19,20,22]     		9439696516.616		-----          		NaN				9076060742.490
[19,20,23]     		9920535529.936		-----          		NaN				9076060742.490
[19,20,24]     		9817032606.688		-----          		NaN				9076060742.490
[19,21,22]     		10019706219.639		-----          		NaN				9076060742.490
[19,21,23]     		9582991845.887		-----          		NaN				9076060742.490
[19,21,24]     		9665956747.715		-----          		NaN				9076060742.490
[19,22,23]     		10225690600.657		-----          		NaN				9076060742.490
[19,22,24]     		10334319955.315		-----          		NaN				9076060742.490
[19,23,24]     		11427360953.282		-----          		NaN				9076060742.490
[20,21,22]     		11763868191.463		-----          		NaN				9076060742.490
[20,21,23]     		11097030105.717		-----          		NaN				9076060742.490
[20,22,23]     		11534337151.088		-----          		NaN				9076060742.490
[20,22,24]     		9265729577.429		-----          		NaN				9076060742.490
[20,23,24]     		9835755239.318		-----          		NaN				9076060742.490
[21,22,23]     		14807489549.641		-----          		NaN				9076060742.490
[21,22,24]     		10279624266.667		-----          		NaN				9076060742.490
[21,23,24]     		9874334396.825		-----          		NaN				9076060742.490
[22,23,24]     		10568135242.441		-----          		NaN				9076060742.490
elapsed time: 51485ms
optimal obj fun: 9.076060742489729E9

The hubs are: (0,1,11)
